"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
1065,"3702","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","4digit","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas autorrevelables en rollos, sensibilizadas, sin impresionar.","Photographic film in rolls","Películas fotográficas en rollos",136.0
1066,"3703","Photographic paper, paperboard and textiles, sensitized, unexposed","4digit","Photographic paper, paperboard and textiles, sensitized, unexposed","Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar.","Photographic paper","Papel fotográficos",136.0
1067,"3704","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","4digit","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar.","Photographic film, not developed","Fotográficos, sin revelar",136.0
1068,"3705","Photographic plates and film, exposed and developed, other than motion-picture film","4digit","Photographic plates and film, exposed and developed, other than motion-picture film","Placas y películas, fotográficas, impresionadas y reveladas, excepto las cinematográficas (filmes).","Photographic film, developed","Películas fotográficas, reveladas",136.0
1069,"3706","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","4digit","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","Películas cinematográficas (filmes), impresionadas y reveladas, con registro de sonido o sin él, o con registro de sonido solamente.","Motion-picture film","Películas cinematográficas",136.0
1070,"3707","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","4digit","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","Preparaciones químicas para uso fotográfico, excepto los barnices, colas, adhesivos y preparaciones similares; productos sin mezclar para uso fotográfico, dosificados o acondicionados para la venta al por menor listos para su empleo.","Chemical preparations for photographic uses","Químicas para uso fotográfico",136.0
1071,"3801","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","4digit","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","Grafito artificial; grafito coloidal o semicoloidal; preparaciones a base de grafito u otros carbonos, en pasta, bloques, plaquitas u otras semimanufacturas.","Artificial graphite","Grafito artificial",137.0
1072,"3802","Activated carbon; activated natural mineral products; animal black, including spent animal black","4digit","Activated carbon; activated natural mineral products; animal black, including spent animal black","Carbón activado; materias minerales naturales activadas; negro de origen animal, incluido el agotado.","Activated carbon","Carbón activado",137.0
1073,"3803","Tall oil, whether or not refined","4digit","Tall oil, whether or not refined","""Tall oil"", incluso refinado.","Tall oil","""Tall oil""",137.0
1074,"3804","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","4digit","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas o tratadas químicamente, incluidos los lignosulfonatos, excepto el ""tall oil"" de la partida 38.03.","Residual lyes","Lejías residuales",137.0
1075,"3805","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","4digit","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","Esencias de trementina, de madera de pino o de pasta celulósica al sulfato (sulfato de trementina) y demás esencias terpénicas procedentes de la destilación o de otros tratamientos de la madera de coníferas; dipenteno en bruto; esencia de pasta celulósica al bisulfito (bisulfito de trementina) y demás paracimenos en bruto; aceite de pino con alfa-terpineol como componente principal.","Turpentines","Esencias de trementina",137.0
1076,"3806","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","4digit","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","Colofonias y ácidos resínicos, y sus derivados; esencia y aceites de colofonia; gomas fundidas.","Rosin and resin acids","Colofonias y ácidos resínicos",137.0
1077,"3807","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","4digit","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal.","Wood tar and oils","Alquitranes de madera",137.0
1078,"3808","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","4digit","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","Insecticidas, raticidas y demás antirroedores, fungicidas, herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, desinfectantes y productos similares, presentados en formas o en envases para la venta al por menor, o como preparaciones o artículos tales como cintas, mechas y velas, azufradas, y papeles matamoscas.","Insecticides, rodenticides, fungicides, etc.","Insecticidas, raticidas, fungicidas, etc.",137.0
1079,"3809","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","4digit","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes y demás productos y preparaciones (por ejemplo: aprestos y mordientes), de los tipos utilizados en la industria textil, del papel, del cuero o industrias similares, no expresados ni comprendidos en otra parte.","Finishing agents","Aprestos y aceleradores de tintura",137.0
