"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
178,"17-2051","detailed_occupation","Civil Engineers","Ingenieros Civiles","Ingenieros Civiles","Civil Engineers","Civil Engineers",177.0
179,"17-2060","broad_occupation","Computer Hardware Engineers","Computer Hardware Engineers","","Computer Hardware Engineers","Computer Hardware Engineers",168.0
180,"17-2061","detailed_occupation","Computer Hardware Engineers","Ingenieros de Computadoras","Ingenieros de Computadoras","Computer Hardware Engineers","Computer Hardware Engineers",179.0
181,"17-2070","broad_occupation","Electrical and Electronics Engineers","Electrical and Electronics Engineers","","Electrical and Electronics Engineers","Electrical and Electronics Engineers",168.0
182,"17-2071","detailed_occupation","Electrical Engineers","Ingenieros Eléctricos","Ingenieros Eléctricos","Electrical Engineers","Electrical Engineers",181.0
183,"17-2072","detailed_occupation","Electronics Engineers, Except Computer","Ingenieros Electrónicos, Excepto de Computadoras","Ingenieros Electrónicos, Excepto de Computadoras","Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",181.0
184,"17-2080","broad_occupation","Environmental Engineers","Environmental Engineers","","Environmental Engineers","Environmental Engineers",168.0
185,"17-2081","detailed_occupation","Environmental Engineers","Ingenieros Ambientales","Ingenieros Ambientales","Environmental Engineers","Environmental Engineers",184.0
186,"17-2110","broad_occupation","Industrial Engineers, Including Health and Safety","Industrial Engineers, Including Health and Safety","","Industrial Engineers, Including Health and Safety","Industrial Engineers, Including Health and Safety",168.0
187,"17-2111","detailed_occupation","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Ingenieros Sanitarios y de Seguridad, Excepto Ingenieros e Inspectores de Seguridad Minera","Ingenieros Sanitarios y de Seguridad, Excepto Ingenieros e Inspectores de Seguridad Minera","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",186.0
188,"17-2112","detailed_occupation","Industrial Engineers","Ingenieros Industriales","Ingenieros Industriales","Industrial Engineers","Industrial Engineers",186.0
189,"17-2120","broad_occupation","Marine Engineers and Naval Architects","Marine Engineers and Naval Architects","","Marine Engineers and Naval Architects","Marine Engineers and Naval Architects",168.0
190,"17-2121","detailed_occupation","Marine Engineers and Naval Architects","Ingenieros Marítimos y Arquitectos Navales","Ingenieros Marítimos y Arquitectos Navales","Marine Engineers and Naval Architects","Marine Engineers and Naval Architects",189.0
191,"17-2130","broad_occupation","Materials Engineers","Materials Engineers","","Materials Engineers","Materials Engineers",168.0
192,"17-2131","detailed_occupation","Materials Engineers","Ingenieros de Materiales","Ingenieros de Materiales","Materials Engineers","Materials Engineers",191.0
193,"17-2140","broad_occupation","Mechanical Engineers","Mechanical Engineers","","Mechanical Engineers","Mechanical Engineers",168.0
194,"17-2141","detailed_occupation","Mechanical Engineers","Ingenieros Mecánicos","Ingenieros Mecánicos","Mechanical Engineers","Mechanical Engineers",193.0
195,"17-2150","broad_occupation","Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers","","Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",168.0
196,"17-2151","detailed_occupation","Mining and Geological Engineers, Including Mining Safety Engineers","Ingenieros de Minería y Geología, Incluye a los Ingenieros de Seguridad Minera","Ingenieros de Minería, Geología y Seguridad Minera","Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",195.0
197,"17-2160","broad_occupation","Nuclear Engineers","Nuclear Engineers","","Nuclear Engineers","Nuclear Engineers",168.0
198,"17-2161","detailed_occupation","Nuclear Engineers","Ingenieros Nucleares","Ingenieros Nucleares","Nuclear Engineers","Nuclear Engineers",197.0
199,"17-2170","broad_occupation","Petroleum Engineers","Petroleum Engineers","","Petroleum Engineers","Petroleum Engineers",168.0
200,"17-2171","detailed_occupation","Petroleum Engineers","Ingenieros Petroleros","Ingenieros Petroleros","Petroleum Engineers","Petroleum Engineers",199.0
201,"17-2190","broad_occupation","Miscellaneous Engineers","Miscellaneous Engineers","","Miscellaneous Engineers","Miscellaneous Engineers",168.0
202,"17-2199","detailed_occupation","Engineers, All Other","Todos los Demás Ingenieros","Todos los Demás Ingenieros","Engineers, All Other","Engineers, All Other",201.0
203,"17-3000","minor_group","Drafters, Engineering Technicians, and Mapping Technicians","Drafters, Engineering Technicians, and Mapping Technicians","","Drafters, Engineering Technicians, and Mapping Technicians","Drafters, Engineering Technicians, and Mapping Technicians",160.0
204,"17-3010","broad_occupation","Drafters","Drafters","","Drafters","Drafters",203.0
205,"17-3011","detailed_occupation","Architectural and Civil Drafters","Delineantes de Planos Arquitectónicos y Civiles","Delineantes de Planos Arquitectónicos y Civiles","Architectural and Civil Drafters","Architectural and Civil Drafters",204.0
206,"17-3012","detailed_occupation","Electrical and Electronics Drafters","Delineantes de Sistemas Eléctricos y Electrónicos","Delineantes de Sistemas Eléctricos y Electrónicos","Electrical and Electronics Drafters","Electrical and Electronics Drafters",204.0
207,"17-3013","detailed_occupation","Mechanical Drafters","Delineantes de Sistemas Mecánicos","Delineantes de Sistemas Mecánicos","Mechanical Drafters","Mechanical Drafters",204.0
208,"17-3019","detailed_occupation","Drafters, All Other","Todos los Demás Delineantes","Todos los Demás Delineantes","Drafters, All Other","Drafters, All Other",204.0
209,"17-3020","broad_occupation","Engineering Technicians, Except Drafters","Engineering Technicians, Except Drafters","","Engineering Technicians, Except Drafters","Engineering Technicians, Except Drafters",203.0
210,"17-3021","detailed_occupation","Aerospace Engineering and Operations Technicians","Técnicos en Ingeniería y Operaciones Aeroespaciales","Técnicos en Ingeniería y Operaciones Aeroespaciales","Aerospace Engineering and Operations Technicians","Aerospace Engineering and Operations Technicians",209.0
211,"17-3022","detailed_occupation","Civil Engineering Technicians","Técnicos en Ingeniería Civil","Técnicos en Ingeniería Civil","Civil Engineering Technicians","Civil Engineering Technicians",209.0
212,"17-3023","detailed_occupation","Electrical and Electronics Engineering Technicians","Técnicos en Ingeniería Eléctrica y Electrónica","Técnicos en Ingeniería Eléctrica y Electrónica","Electrical and Electronics Engineering Technicians","Electrical and Electronics Engineering Technicians",209.0
213,"17-3024","detailed_occupation","Electro-Mechanical Technicians","Técnicos en Electromecánica","Técnicos en Electromecánica","Electro-Mechanical Technicians","Electro-Mechanical Technicians",209.0
214,"17-3025","detailed_occupation","Environmental Engineering Technicians","Técnicos en Ingeniería Ambiental","Técnicos en Ingeniería Ambiental","Environmental Engineering Technicians","Environmental Engineering Technicians",209.0
215,"17-3026","detailed_occupation","Industrial Engineering Technicians","Técnicos en Ingeniería Industrial","Técnicos en Ingeniería Industrial","Industrial Engineering Technicians","Industrial Engineering Technicians",209.0
216,"17-3027","detailed_occupation","Mechanical Engineering Technicians","Técnicos en Ingeniería Mecánica","Técnicos en Ingeniería Mecánica","Mechanical Engineering Technicians","Mechanical Engineering Technicians",209.0
217,"17-3029","detailed_occupation","Engineering Technicians, Except Drafters, All Other","Todos los Demás Técnicos en Ingeniería, Excepto Delineantes","Otros Técnicos en Ingeniería, Excepto Delineantes","Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",209.0
218,"17-3030","broad_occupation","Surveying and Mapping Technicians","Surveying and Mapping Technicians","","Surveying and Mapping Technicians","Surveying and Mapping Technicians",203.0
219,"17-3031","detailed_occupation","Surveying and Mapping Technicians","Técnicos en Agrimensura y Cartografía","Técnicos en Agrimensura y Cartografía","Surveying and Mapping Technicians","Surveying and Mapping Technicians",218.0
220,"19-0000","major_group","Life, Physical, and Social Science Occupations","Ocupaciones en Ciencias Biológicas, Físicas y Sociales","","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Occupations",""
221,"19-1000","minor_group","Life Scientists","Life Scientists","","Life Scientists","Life Scientists",220.0
222,"19-1010","broad_occupation","Agricultural and Food Scientists","Agricultural and Food Scientists","","Agricultural and Food Scientists","Agricultural and Food Scientists",221.0
223,"19-1011","detailed_occupation","Animal Scientists","Científicos Especializados en Animales","Científicos Especializados en Animales","Animal Scientists","Animal Scientists",222.0
224,"19-1012","detailed_occupation","Food Scientists and Technologists","Científicos y Tecnólogos Especializados en Alimentos","Científicos y Tecnólogos Especializados en Alimentos","Food Scientists and Technologists","Food Scientists and Technologists",222.0
225,"19-1013","detailed_occupation","Soil and Plant Scientists","Científicos Especializados en Suelos y Botánica","Científicos Especializados en Suelos y Botánica","Soil and Plant Scientists","Soil and Plant Scientists",222.0
