code_col_4dig	division_2dig	prosp_cat	col_ind_name_sp_full	col_ind_name_sp_long	col_ind_name_sp_short	col_ind_name_en_long	col_ind_name_en_short	col_div_name_sp_full	col_div_name_sp_long	col_div_name_sp_short	col_div_name_en_long	col_div_name_en_short	cat_en	cat_sp
1741	17	1	Confección de artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Confección de artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Artículos con materiales textiles no producidos en la misma unidad, excepto prendas de vestir	Manufacture of made-up textile articles, except apparel	Manufacture of made-up textile articles	Fabricación de productos textiles	Fabricación de productos textiles	Productos textiles	Manufacture of textiles	Textiles	Textiles & Furniture	Textiles y Muebles
1742	17	1	Fabricación de tapices y alfombras para pisos	Fabricación de tapices y alfombras para pisos	Tapices y alfombras para pisos	Manufacture of carpets and rugs	Carpets and rugs	Fabricación de productos textiles	Fabricación de productos textiles	Productos textiles	Manufacture of textiles	Textiles	Textiles & Furniture	Textiles y Muebles
1743	17	1	Fabricación de cuerdas, cordeles, cables, bramantes y redes	Fabricación de cuerdas, cordeles, cables, bramantes y redes	Cuerdas, cordeles, cables, bramantes y redes	Manufacture of cordage, rope, twine and netting	Cordage, rope, twine and netting	Fabricación de productos textiles	Fabricación de productos textiles	Productos textiles	Manufacture of textiles	Textiles	Textiles & Furniture	Textiles y Muebles
1749	17	1	Fabricación de otros artículos textiles ncp	Fabricación de otros artículos textiles ncp	Otros artículos textiles ncp	Manufacture of other textiles n.e.c.	Other textiles n.e.c.	Fabricación de productos textiles	Fabricación de productos textiles	Productos textiles	Manufacture of textiles	Textiles	Textiles & Furniture	Textiles y Muebles
1750	17	1	Fabricación de tejidos y artículos de punto y ganchillo	Fabricación de tejidos y artículos de punto y ganchillo	Tejidos y artículos de punto y ganchillo	Manufacture of knitted and crocheted fabrics and articles	Knitted and crocheted fabrics and articles	Fabricación de productos textiles	Fabricación de productos textiles	Productos textiles	Manufacture of textiles	Textiles	Textiles & Furniture	Textiles y Muebles
1810	18	1	Fabricación de prendas de vestir, excepto prendas de piel	Fabricación de prendas de vestir, excepto prendas de piel	Prendas de vestir, excepto prendas de piel	Manufacture of wearing apparel, except fur apparel	Apparel, except fur	Fabricación de prendas de vestir; preparado y teñido de pieles	Fabricación de prendas de vestir; preparado y teñido de pieles	Prendas de vestir y pieles	Manufacture of wearing apparel; dressing and dyeing of fur	Apparel; fur	Textiles & Furniture	Textiles y Muebles
1820	18	1	Preparado y teñido de pieles; fabricación de artículos de piel Preparado y teñido de pieles; fabricación de artículos de piel	Preparado y teñido de pieles; fabricación de artículos de piel Preparado y teñido de pieles; fabricación de artículos de piel	Artículos de piel	Dressing and dyeing of fur; manufacture of articles of fur	Articles of fur	Fabricación de prendas de vestir; preparado y teñido de pieles	Fabricación de prendas de vestir; preparado y teñido de pieles	Prendas de vestir y pieles	Manufacture of wearing apparel; dressing and dyeing of fur	Apparel; fur	Textiles & Furniture	Textiles y Muebles
1910	19	1	Curtido y preparado de cueros	Curtido y preparado de cueros	Curtido y preparado de cueros	Tanning and dressing of leather	Tanning and dressing of leather	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1921	19	1	Fabricación de calzado de cuero y piel; con cualquier ' tipo de suela, excepto el calzado deportivo	Fabricación de calzado de cuero y piel; con cualquier ' tipo de suela, excepto el calzado deportivo	Calzado de cuero y piel	Manufacture of leather footwear with any type of sole, except sports footwear	Leather footwear	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1922	19	1	Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo	Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo	Calzado de materiales textiles	Manufacture of textile footwear with any type of sole, except sports footwear	Textile footwear	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1923	19	1	Fabricación de calzado de caucho, excepto el calzado deportivo	Fabricación de calzado de caucho, excepto el calzado deportivo	Calzado de caucho	Manufacture of rubber footwear with any type of sole, except sports footwear	Rubber footwear	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1924	19	1	Fabricación de calzado de plástico, excepto el calzado deportivo	Fabricación de calzado de plástico, excepto el calzado deportivo	Calzado de plástico	Manufacture of plastic footwear with any type of sole, except sports footwear	Plastic footwear	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1925	19	1	Fabricación de calzado deportivo, incluso el moldeado	Fabricación de calzado deportivo, incluso el moldeado	Calzado deportivo	Manufacture of sports footwear, including molded	Sports footwear	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1926	19	1	Fabricación de partes del calzado	Fabricación de partes del calzado	Partes del calzado	Manufacture of footwear parts	Footwear parts	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1929	19	1	Fabricación de calzado ncp	Fabricación de calzado ncp	Calzado ncp	Manufacture of footwear n.e.c.	Footwear n.e.c.	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1931	19	1	Fabricación de artículos de viaje, bolsos de mano y artículos ' similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería	Fabricación de artículos de viaje, bolsos de mano y artículos ' similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería	Artículos de viaje y artículos similares elaborados en cuero	Manufacture of luggage, handbags and the like, saddlery and harness of leather	Luggage, handbags, saddlery and harness of leather	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
1932	19	1	Fabricación de artículos de viaje, bolsos de mano y artículos similares, elaborados en materiales sintéticos, plásticos e imitaciones de cuero	Fabricación de artículos de viaje, bolsos de mano y artículos similares, elaborados en materiales sintéticos, plásticos e imitaciones de cuero	Artículos de viaje artículos similares, elaborados en materiales sintéticos	Manufacture of luggage, handbags and the like, saddlery and harness of synthetic materials	Luggage, handbags, saddlery and harness of synthetic materials	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y similares; artículos de talabartería y guarnicionería	Curtido y preparado de cueros y articulos de cuero	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear	Tanning of leather; luggage, handbags, saddlery etc.	Textiles & Furniture	Textiles y Muebles
