code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
1212,4digit,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas o secas, incluso pulverizadas; huesos (carozos) y almendras de frutos y demás productos vegetales (incluidas las raíces de achicoria sin tostar de la variedad Cichorium intybus sativum) empleados principalmente en la alimentación humana, no expresados ni comprendidos en otra parte.","Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum )","Algarrobas, caña de azúcar, etc.","Sugarcane, locust beans etc.",,,,"Locust beans, locust seeds","Algarrobas, algas, remolacha azucarera y caña de azúcar",12.12
1213,4digit,"Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en “pellets”.","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets",Paja y cascabillo de cereales,Cereal straw and husks,,,,Cereal straw & husks,Paja y cascabillo de cereales,12.13
1214,4digit,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros similares, incluso en “pellets”.","Rutabagas (swedes), mangolds, fodder roots, hay, alfalfa (lucerne), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets",Productos forrajeros,Forage products,,,,Lucerne (alfalfa) meal and pellets,Productos forrajeros,12.14
1301,4digit,"Goma laca; gomas, resinas, gomorresinas y oleorresinas (por ejemplo, bálsamos), naturales.","Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",Goma laca,Lac,,,,Lac,Goma laca,13.01
1302,4digit,"Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar y demás mucílagos y espesativos derivados de los vegetales, incluso modificados.","Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",Jugos y extractos vegetales,Vegetable saps and extracts,,,,Vegetable saps and extracts,Jugos y extractos vegetales,13.02
1401,4digit,"Materias vegetales de las especies utilizadas principalmente en cestería o espartería (por ejemplo: bambú, ratán (roten), caña, junco, mimbre, rafia, paja de cereales limpiada, blanqueada o teñida, corteza de tilo).","Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark)",Materias vegetales utilizadas en cestería,Vegetable materials used for plaiting,,,,Vegetable materials used primarily for plaiting,Materias vegetales utilizadas principalmente en cestería o espartería,14.01
1404,4digit,Productos vegetales no expresados ni comprendidos en otra parte.,Vegetable products not elsewhere specified or included,Productos vegetales no expresados en otra parte,Vegetable products not elsewhere specified,,,,Vegetable products not elsewhere specified,Productos vegetales no expresados en otra parte,14.04
1501,4digit,"Grasa de cerdo (incluida la manteca de cerdo) y grasa de ave, excepto las de las partidas 02.09 ó 15.03.","Lard, other pig fat and poultry fat, rendered",Grasa de cerdo y grasa de ave,"Pig and poultry fat, rendered",,,,"Lard, poultry fat, rendered",Grasa de cerdo y grasa de ave,15.01
1502,4digit,"Grasa de animales de las especies bovina, ovina o caprina, excepto las de la partida 15.03.","Bovine, sheep and goat fats, raw or rendered",Grasas de bovina o ovina,"Bovine, sheep and goat fats",,,,"Bovine, sheep and goat fats","Grasas de las especies bovina, ovina o caprina",15.02
1503,4digit,"Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.","Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared","Estearina solar, etc.","Lard oil, tallow oil etc.",,,,"Lard stearin, oleostearin & oils, natural tallow oil","Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo",15.03
1504,4digit,"Grasas y aceites, y sus fracciones, de pescado o de mamíferos marinos, incluso refinados, pero sin modificar químicamente.","Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified",Grasas de pescado o de mamíferos marinos,Fats and oils of fish or marine mammals,,,,Fats and oils of fish or marine mammals,Grasas y aceites de pescado o de mamíferos marinos,15.04
1505,4digit,"Grasa de lana y sustancias grasas derivadas, incluida la lanolina.",Wool grease and fatty substances derived therefrom (including lanolin),Grasa de lana,Wool grease,,,,"Wool grease, crude","Grasa de lana, crudo",15.05
1506,4digit,"Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar químicamente.","Other animal fats and oils and their fractions, whether or not refined, but not chemically modified",Grasas y aceites animales,Other animal fats and oils,,,,"Animal fats, oils",Grasas y aceites animales,15.06
1507,4digit,"Aceite de soja (soya) y sus fracciones, incluso refinado, pero sin modificar químicamente.","Soybean oil and its fractions, whether or not refined, but not chemically modified","Aceite de soja, crudo","Soybean oil, crude",,,,"Soya-bean oil, crude","Aceite de soja, crudo",15.07
1508,4digit,"Aceite de cacahuate (cacahuete, maní) y sus fracciones, incluso refinado, pero sin modificar químicamente.","Peanut (ground-nut) oil and its fractions, whether or not refined, but not chemically modified","Aceite de cacahuate, crudo","Peanut oil, crude",,,,"Ground-nut oil, crude","Aceite de cacahuate, crudo",15.08
1509,4digit,"Aceite de oliva y sus fracciones, incluso refinado, pero sin modificar químicamente.","Olive oil and its fractions, whether or not refined, but not chemically modified","Aceite de oliva, virgen","Olive oil, virgin",,,,"Olive oil, virgin","Aceite de oliva, virgen",15.09
1511,4digit,"Aceite de palma y sus fracciones, incluso refinado, pero sin modificar químicamente.","Palm oil and its fractions, whether or not refined, but not chemically modified","Aceite de palma, crudo","Palm oil, crude",,,,"Palm oil, crude","Aceite de palma, crudo",15.11
1512,4digit,"Aceites de girasol, cártamo o algodón, y sus fracciones, incluso refinados, pero sin modificar químicamente.","Sunflower-seed, safflower or cottonseed oil, and fractions thereof, whether or not refined, but not chemically modified","Aceites de girasol, crudo","Sunflower-seed oil, crude",,,,"Sunflower-seed or safflower oil, crude","Aceites de girasol, cártamo o algodón",15.12
1513,4digit,"Aceites de coco (de copra), de almendra de palma o de babasú, y sus fracciones, incluso refinados, pero sin modificar químicamente.","Coconut (copra), palm kernel or babassu oil, and fractions thereof, whether or not refined, but not chemically modified","Aceites de coco, crudo","Coconut oil, crude",,,,Coconut oil crude,"Aceites de coco, crudo",15.13
1514,4digit,"Aceites de nabo (de nabina), colza o mostaza, y sus fracciones, incluso refinados, pero sin modificar químicamente.","Rapeseed, colza or mustard oil, and fractions thereof, whether or not refined, but not chemically modified","Aceites de colza, crudo","Rapeseed, colza or mustard oil,",,,,"Canola, rape, colza or mustard oil, crude","Aceites de nabo, colza o mostaza, crudo",15.14
1515,4digit,"Las demás grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones, incluso refinados, pero sin modificar químicamente.","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",Las demás aceites de vegetales fijos,"Other vegetable fats and oils, crude",,,,"Linseed oil, crude",Aceite de linaza y demás grasas y aceites de vegetales fijos,15.15
1516,4digit,"Grasas y aceites, animales o vegetales, y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.","Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinized, whether or not refined, but not further prepared","Grasas y aceites animales o vegetales, hidrogenados","Animal or vegetable fats and oils, hydrogenated",,,,"hydrogenated animal and vegetable fats, oils","Grasas y aceites, animales o vegetales, hidrogenados",15.16
1517,4digit,"Margarina; mezclas o preparaciones alimenticias de grasas o aceites, animales o vegetales, o de fracciones de diferentes grasas o aceites, de este Capítulo, excepto las grasas y aceites alimenticios y sus fracciones, de la partida 15.16.","Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516",Margarina,Margarine,,,,"Margarine, not liquid","Margarina, otras preparaciones alimentarias de grasas o aceites, animales o vegetales",15.17
1518,4digit,"Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados, sulfurados, soplados, polimerizados por calor en vacío o atmósfera inerte (“estandolizados”), o modificados químicamente de otra forma, excepto los de la partida 15.16; mezclas o preparaciones no alimenticias de grasas o de aceites, animales o vegetales, o de fracciones de diferentes grasas o aceites de este Capítulo, no expresadas ni comprendidas en otra parte.","Animal or vegetable fats and oils and their fractions, boiled, oxidized, dehydrated, sulfurized, blown, polymerized by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of a","Grasas y aceites, animales o vegetales","Animal or vegetable fats and oils, processed",,,,"Processed animal, vegetable oils","Grasas y aceites, animales o vegetales",15.18
1521,4digit,"Ceras vegetales (excepto los triglicéridos), cera de abejas o de otros insectos y esperma de ballena o de otros cetáceos (espermaceti), incluso refinadas o coloreadas.","Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or colored",Ceras vegetales y ceras de abejas,Vegetable waxes and beeswax,,,,Vegetable waxes not triglycerides,Ceras vegetales (excepto los triglicéridos),15.21
1522,4digit,"Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales.",Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,Degrás y residuos de cera,Degras and wax residues,,,,Residues from treatment animal & veg waxes,"Residuos procedentes del tratamiento de ceras, animales o vegetales",15.22
1601,4digit,"Embutidos y productos similares de carne, despojos o sangre; preparaciones alimenticias a base de estos productos.","Sausages and similar products, of meat, meat offal or blood; food preparations based on these products",Salchichas,Sausages,,,,Sausages,Salchichas,16.01
1602,4digit,"Las demás preparaciones y conservas de carne, despojos o sangre.","Other prepared or preserved meat, meat offal or blood",Las demás preparaciones y conservas de carne,Other prepared or preserved meat,,,,Homogenized preparations of meat,Las demás preparaciones y conservas de carne,16.02
1603,4digit,"Extractos y jugos de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos.","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates",Extractos y jugos de carne o pescado,Extracts and juices of meat or fish,,,,"Extracts, juices of meat or fish","Extractos y jugos de carne, pescado",16.03
1604,4digit,Preparaciones y conservas de pescado; caviar y sus sucedáneos preparados con huevas de pescado.,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,Preparaciones y conservas de pescado,Prepared or preserved fish,,,,Prepared or preserved fish,Preparaciones y conservas de pescado,16.04
1605,4digit,"Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados.","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved","Crustáceos, moluscos y invertebrados acuáticos",Prepared aquatic invertibrates,,,,"Crustaceans, molluscs and other aquatic invertebrates","Crustáceos, moluscos y demás invertebrados acuáticos",16.05
1701,4digit,"Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido.","Cane or beet sugar and chemically pure sucrose, in solid form","Azúcar de caña, en bruto",Raw sugarcane,,,,"Raw sugar, cane","Azúcar de caña, en bruto",17.01
1702,4digit,"Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa) químicamente puras, en estado sólido; jarabe de azúcar sin adición de aromatizante ni colorante; sucedáneos de la miel, incluso mezclados con miel natural; azúcar y melaza caramelizados.","Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavoring or coloring matter; artificial honey, whether or not mixed with natural honey; caramel",Otros azúcares,Other sugars,,,,Other sugars,Otros azúcares,17.02
1703,4digit,Melaza procedente de la extracción o del refinado del azúcar.,Molasses resulting from the extraction or refining of sugar,Melaza,Molasses,,,,Molasses,Melaza,17.03
1704,4digit,Artículos de confitería sin cacao (incluido el chocolate blanco).,"Sugar confectionery (including white chocolate), not containing cocoa",Azúcar de confitería,Confectionery sugar,,,,Confectionery sugar,Azúcar de confitería,17.04
