"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
131,"Especialistas en forestación","Forestry specialists","Especialistas en forestación","Forestry specialists","2233","4digit",165.0,"Forestry specialists"
132,"Especialistas en pesca y en acuacultura","Specialists in fishing and aquaculture","Especialistas en pesca y en acuacultura","Specialists in fishing and aquaculture","2234","4digit",165.0,"Specialists in fishing and aquaculture"
133,"Ingenieros eléctricos y en electrónica","Electrical and electronics engineers","Ingenieros eléctricos y en electrónica","Electrical and electronics engineers","224","3digit",155.0,"Electrical and electronics engineers"
134,"Ingenieros eléctricos","Electrical engineers","Ingenieros eléctricos","Electrical engineers","2241","4digit",170.0,"Electrical engineers"
135,"Ingenieros electrónicos","Electronic engineers","Ingenieros electrónicos","Electronic engineers","2242","4digit",170.0,"Electronic engineers"
136,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos","Chemical, mechanical, industrial, mining and metallurgical engineers","Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos","Chemical, mechanical, industrial, and material engineers","225","3digit",155.0,"Chemical, mechanical, industrial, mining and metallurgical engineers"
137,"Ingenieros químicos","Chemical engineers","Ingenieros químicos","Chemical engineers","2251","4digit",175.0,"Chemical engineers"
138,"Ingenieros mecánicos","Mechanical engineers","Ingenieros mecánicos","Mechanical engineers","2252","4digit",175.0,"Mechanical engineers"
139,"Ingenieros industriales","Industrial engineers","Ingenieros industriales","Industrial engineers","2253","4digit",175.0,"Industrial engineers"
140,"Ingenieros en minas, metalurgia y petróleo","Mining, metallurgy and oil engineers","Ingenieros en minas, metalurgia y petróleo","Mining, metallurgy and oil engineers","2254","4digit",175.0,"Mining, metallurgy and oil engineers"
141,"Ingenieros civiles, topógrafos y arquitectos","Civil engineers, surveyors and architects","Ingenieros civiles, topógrafos y arquitectos","Civil engineers, surveyors and architects","226","3digit",155.0,"Civil engineers, surveyors and architects"
142,"Ingenieros civiles y de la construcción","Civil and construction engineers","Ingenieros civiles y de la construcción","Civil and construction engineers","2261","4digit",180.0,"Civil and construction engineers"
143,"Ingenieros en topografía, hidrología, geología y geodesia","Engineers in topography, hydrology, geology and geodesy","Ingenieros en topografía, hidrología, geología y geodesia","Engineers in topography, hydrology, geology and geodesy","2262","4digit",180.0,"Engineers in topography, hydrology, geology and geodesy"
144,"Arquitectos, planificadores urbanos y del transporte","Architects, urban and transportation planners","Arquitectos, planificadores urbanos y del transporte","Architects, urban and transportation planners","2263","4digit",180.0,"Architects, urban and transportation planners"
145,"Investigadores y especialistas en sistemas computacionales","Researchers and specialists in computer systems","Investigadores y especialistas en sistemas computacionales","Researchers and specialists in computer systems","227","3digit",155.0,"Researchers and specialists in computer systems"
146,"Desarrolladores y analistas de software y multimedia","Software and multimedia analysts and developers","Desarrolladores y analistas de software y multimedia","Software and multimedia analysts and developers","2271","4digit",184.0,"Software and multimedia analysts and developers"
147,"Administradores de bases de datos y redes de computadora","Database and computer networks administrators","Administradores de bases de datos y redes de computadora","Database and computer networks administrators","2272","4digit",184.0,"Database and computer networks administrators"
148,"Ingenieros en comunicaciones y telecomunicaciones","Communications and telecommunications engineers","Ingenieros en comunicaciones y telecomunicaciones","Communications and telecommunications engineers","228","3digit",155.0,"Communications and telecommunications engineers"
149,"Ingenieros en comunicaciones y telecomunicaciones","Communications and telecommunications engineers","Ingenieros en comunicaciones y telecomunicaciones","Communications and telecommunications engineers","2281","4digit",187.0,"Communications and telecommunications engineers"
